金额,商品,支付时间,地点,商品大类,商品二级类
2.0,怡宝纯净水,2017/11/19 07:58,D,饮料,水
2.0,怡宝纯净水,2017/11/19 08:38,D,饮料,水
1.5,卫龙亲嘴烧红烧牛肉味,2017/11/19 08:42,D,非饮料,肉干/豆制品/蛋
2.5,30g无穷农场盐_鸡蛋,2017/11/19 09:21,D,非饮料,肉干/豆制品/蛋
3.0,雪碧最新款,2017/11/19 09:23,D,饮料,碳酸饮料
3.0,卫龙大面筋,2017/11/19 09:40,D,非饮料,肉干/豆制品/蛋
3.0,雪碧（500ml）,2017/11/19 10:24,D,饮料,碳酸饮料
3.0,茉莉蜜茶,2017/11/19 10:42,D,饮料,茶饮料
2.5,伊利优酸乳,2017/11/19 10:47,D,饮料,乳制品
1.0,香豆干,2017/11/19 11:14,D,非饮料,肉干/豆制品/蛋
3.0,果粒橙,2017/11/19 11:21,D,饮料,果蔬饮料
2.0,怡宝纯净水,2017/11/19 11:26,D,饮料,水
3.0,雪碧最新款,2017/11/19 11:47,D,饮料,碳酸饮料
3.0,熊字饼,2017/11/19 11:52,D,非饮料,饼干糕点
3.0,果粒橙,2017/11/19 12:03,D,饮料,果蔬饮料
3.0,卫龙大面筋,2017/11/19 12:13,D,非饮料,肉干/豆制品/蛋
3.0,统一冰红茶,2017/11/19 12:18,D,饮料,茶饮料
3.0,可口可乐最新款,2017/11/19 12:20,D,饮料,碳酸饮料
5.0,500ml统一阿萨姆奶茶,2017/11/19 12:26,D,饮料,茶饮料
1.0,香豆干,2017/11/19 12:34,D,非饮料,肉干/豆制品/蛋
2.0,鸭翅,2017/11/19 12:53,D,非饮料,肉干/豆制品/蛋
3.0,雪碧（500ml）,2017/11/19 13:05,D,饮料,碳酸饮料
2.0,怡宝纯净水,2017/11/19 13:53,D,饮料,水
3.0,雪碧（500ml）,2017/11/19 14:25,D,饮料,碳酸饮料
2.0,怡宝纯净水,2017/11/19 14:30,D,饮料,水
4.0,营养快线,2017/11/19 15:05,D,饮料,乳制品
3.0,雪碧（500ml）,2017/11/19 15:20,D,饮料,碳酸饮料
3.5,85g新麦潮手撕面包（提子味）,2017/11/19 15:32,D,非饮料,饼干糕点
1.5,小鱼仔,2017/11/19 15:46,D,非饮料,海味零食
3.0,维他柠檬茶,2017/11/19 15:49,D,饮料,茶饮料
2.5,145ml旺仔牛奶盒装,2017/11/19 15:57,D,饮料,乳制品
3.0,果粒橙,2017/11/19 16:15,D,饮料,果蔬饮料
2.0,鸭翅,2017/11/19 16:25,D,非饮料,肉干/豆制品/蛋
6.0,红牛,2017/11/19 16:36,D,饮料,功能饮料
5.0,268ml雀巢咖啡丝滑拿铁,2017/11/19 16:44,D,饮料,咖啡
3.5,东鹏特饮,2017/11/19 16:48,D,饮料,功能饮料
3.5,王老吉（罐）,2017/11/19 17:55,D,饮料,茶饮料
2.0,145ml旺仔牛奶盒装,2017/11/19 17:58,D,饮料,乳制品
4.0,营养快线,2017/11/19 18:07,D,饮料,乳制品
4.0,阿萨姆奶茶,2017/11/19 18:14,D,饮料,茶饮料
4.0,营养快线,2017/11/19 18:18,D,饮料,乳制品
3.0,雪碧最新款,2017/11/19 18:24,D,饮料,碳酸饮料
3.0,可口可乐（500ml）,2017/11/19 18:37,D,饮料,碳酸饮料
6.0,86g合味道海鲜风味,2017/11/19 18:49,D,非饮料,方便速食
3.0,熊字饼,2017/11/19 18:52,D,非饮料,饼干糕点
3.0,统一绿茶,2017/11/19 19:21,D,饮料,茶饮料
3.0,统一冰红茶,2017/11/19 19:26,D,饮料,茶饮料
4.0,营养快线,2017/11/19 19:32,D,饮料,乳制品
3.5,东鹏特饮,2017/11/19 19:34,D,饮料,功能饮料
4.0,阿萨姆奶茶,2017/11/19 19:39,D,饮料,茶饮料
3.0,雪碧最新款,2017/11/19 19:46,D,饮料,碳酸饮料
3.0,可口可乐330ml,2017/11/19 19:59,D,饮料,碳酸饮料
2.0,凤爪,2017/11/19 20:26,D,非饮料,肉干/豆制品/蛋
4.0,银鹭八宝粥,2017/11/19 20:54,D,饮料,方便速食
6.0,红牛,2017/11/19 21:03,D,饮料,功能饮料
4.0,阿萨姆奶茶,2017/11/19 21:13,D,饮料,茶饮料
4.0,营养快线,2017/11/19 21:18,D,饮料,乳制品
2.0,怡宝纯净水,2017/11/19 21:20,D,饮料,水
3.5,王老吉（罐）,2017/11/19 21:39,D,饮料,茶饮料
4.0,阿萨姆奶茶,2017/11/20 00:34,D,饮料,茶饮料
5.5,70g乐事薯片（黄瓜味）,2017/11/20 00:58,D,非饮料,膨化食品
3.0,可口可乐最新款,2017/11/20 01:20,D,饮料,碳酸饮料
4.0,营养快线,2017/11/20 08:43,D,饮料,乳制品
3.0,可口可乐（500ml）,2017/11/20 08:51,D,饮料,碳酸饮料
4.0,盼盼手撕面包,2017/11/20 09:01,D,非饮料,饼干糕点
3.0,雪碧最新款,2017/11/20 09:15,D,饮料,碳酸饮料
4.0,营养快线,2017/11/20 09:22,D,饮料,乳制品
2.0,鸭翅,2017/11/20 10:00,D,非饮料,肉干/豆制品/蛋
4.0,450ml美汁源果粒橙,2017/11/20 10:03,D,饮料,果蔬饮料
3.5,王老吉（罐）,2017/11/20 10:05,D,饮料,茶饮料
4.0,营养快线,2017/11/20 10:10,D,饮料,乳制品
3.0,果粒橙,2017/11/20 10:14,D,饮料,果蔬饮料
3.0,统一冰红茶,2017/11/20 10:18,D,饮料,茶饮料
3.0,维他奶,2017/11/20 10:21,D,饮料,植物蛋白
2.0,怡宝纯净水,2017/11/20 10:43,D,饮料,水
7.0,40g卫龙点心面黑椒牛排味,2017/11/20 10:51,D,非饮料,肉干/豆制品/蛋
3.5,王老吉（罐）,2017/11/20 11:57,D,饮料,茶饮料
3.5,王老吉（罐）,2017/11/20 12:09,D,饮料,茶饮料
3.5,王老吉（罐）,2017/11/20 12:16,D,饮料,茶饮料
11.0,益力多100g*5瓶,2017/11/20 12:21,D,饮料,乳制品
3.0,雪碧（500ml）,2017/11/20 12:24,D,饮料,碳酸饮料
3.0,可口可乐最新款,2017/11/20 12:30,D,饮料,碳酸饮料
1.5,40g双汇玉米热狗肠,2017/11/20 12:34,D,非饮料,肉干/豆制品/蛋
3.0,雪碧最新款,2017/11/20 12:34,D,饮料,碳酸饮料
4.0,阿萨姆奶茶,2017/11/20 12:43,D,饮料,茶饮料
3.0,250ml维他柠檬茶,2017/11/20 12:48,D,饮料,茶饮料
4.0,阿萨姆奶茶,2017/11/20 12:51,D,饮料,茶饮料
6.0,268ml雀巢咖啡丝滑拿铁,2017/11/20 13:10,D,饮料,咖啡
4.0,营养快线,2017/11/20 13:49,D,饮料,乳制品
3.5,东鹏特饮,2017/11/20 14:11,D,饮料,功能饮料
3.0,可口可乐（500ml）,2017/11/20 14:32,D,饮料,碳酸饮料
2.0,怡宝纯净水,2017/11/20 14:36,D,饮料,水
4.0,阿萨姆奶茶,2017/11/20 14:52,D,饮料,茶饮料
3.0,卫龙大面筋,2017/11/20 15:04,D,非饮料,肉干/豆制品/蛋
1.5,45g双汇泡面拍挡,2017/11/20 15:10,D,非饮料,肉干/豆制品/蛋
3.5,东鹏特饮,2017/11/20 15:20,D,饮料,功能饮料
2.0,怡宝纯净水,2017/11/20 15:30,D,饮料,水
3.5,王老吉（罐）,2017/11/20 15:32,D,饮料,茶饮料
4.5,12g劲仔小鱼麻辣味,2017/11/20 15:47,D,非饮料,肉干/豆制品/蛋
3.0,伊利纯牛奶,2017/11/20 15:47,D,饮料,乳制品
3.0,美年达（罐）,2017/11/20 15:52,D,饮料,碳酸饮料
2.0,怡宝纯净水,2017/11/20 16:02,D,饮料,水
3.5,600ml雪碧,2017/11/20 16:05,D,饮料,碳酸饮料
6.0,13g无穷烤鸡小腿蜂蜜味,2017/11/20 16:06,D,非饮料,肉干/豆制品/蛋
4.5,250ml燕塘甜牛奶,2017/11/20 16:20,D,饮料,乳制品
1.8,600ml雪碧,2017/11/20 16:29,D,饮料,碳酸饮料
4.0,阿萨姆奶茶,2017/11/20 16:32,D,饮料,茶饮料
3.5,王老吉（罐）,2017/11/20 16:33,D,饮料,茶饮料
4.5,250ml燕塘红枣牛奶,2017/11/20 16:41,D,饮料,乳制品
3.0,熊字饼,2017/11/20 16:46,D,非饮料,饼干糕点
4.5,40g乐事美国经典原味,2017/11/20 16:51,D,非饮料,膨化食品
3.5,250ML东鹏特饮,2017/11/20 17:00,D,饮料,功能饮料
3.0,果粒橙,2017/11/20 17:10,D,饮料,果蔬饮料
4.0,85g新麦潮北海道吐司,2017/11/20 17:12,D,非饮料,饼干糕点
3.0,熊字饼,2017/11/20 17:20,D,非饮料,饼干糕点
4.5,50g上好佳田园薯片番茄味,2017/11/20 17:28,D,非饮料,膨化食品
4.0,脉动,2017/11/20 17:32,D,饮料,功能饮料
5.5,85g统一老坛酸菜牛肉面,2017/11/20 17:40,D,非饮料,方便速食
2.5,145ml旺仔牛奶盒装,2017/11/20 17:42,D,饮料,乳制品
3.0,70g乖媳妇野山泡椒凤爪,2017/11/20 17:42,D,非饮料,肉干/豆制品/蛋
1.5,鸭翅,2017/11/20 17:47,D,非饮料,肉干/豆制品/蛋
6.0,红牛,2017/11/20 18:00,D,饮料,功能饮料
3.0,美年达（罐）,2017/11/20 18:01,D,饮料,碳酸饮料
4.0,营养快线,2017/11/20 18:13,D,饮料,乳制品
7.0,泰奇八宝粥,2017/11/20 18:15,D,非饮料,方便速食
4.5,55g奥利奥原味夹心饼干,2017/11/20 18:42,D,非饮料,饼干糕点
3.0,雪碧（500ml）,2017/11/20 18:45,D,饮料,碳酸饮料
10.0,口味王槟榔（绿）,2017/11/20 18:48,D,非饮料,蜜饯/果干
5.5,268ml雀巢咖啡丝滑拿铁,2017/11/20 18:53,D,饮料,咖啡
4.5,250ml燕塘红枣牛奶,2017/11/20 18:55,D,饮料,乳制品
4.0,脉动,2017/11/20 19:01,D,饮料,功能饮料
6.0,红牛,2017/11/20 19:06,D,饮料,功能饮料
3.0,卫龙大面筋,2017/11/20 19:14,D,非饮料,肉干/豆制品/蛋
4.0,营养快线,2017/11/20 19:44,D,饮料,乳制品
3.5,王老吉（罐）,2017/11/20 19:48,D,饮料,茶饮料
6.0,红牛,2017/11/20 20:32,D,饮料,功能饮料
3.5,东鹏特饮,2017/11/20 20:49,D,饮料,功能饮料
4.0,阿萨姆奶茶,2017/11/20 21:19,D,饮料,茶饮料
3.0,统一绿茶,2017/11/20 22:04,D,饮料,茶饮料
6.0,红牛,2017/11/20 22:39,D,饮料,功能饮料
3.5,王老吉（罐）,2017/11/21 11:28,D,饮料,茶饮料
3.5,王老吉（罐）,2017/11/21 16:49,D,饮料,茶饮料
4.0,营养快线,2017/11/21 18:47,D,饮料,乳制品
4.0,王老吉（500ml）,2017/11/21 19:11,D,饮料,茶饮料
1.0,香豆干,2017/11/21 19:54,D,非饮料,肉干/豆制品/蛋
6.5,250ml红牛,2017/11/21 20:06,D,饮料,功能饮料
3.0,雪碧（500ml）,2017/11/21 21:21,D,饮料,碳酸饮料
3.0,统一冰红茶,2017/11/22 15:50,D,饮料,茶饮料
3.5,王老吉（罐）,2017/11/22 16:10,D,饮料,茶饮料
3.5,东鹏特饮,2017/11/23 12:35,D,饮料,功能饮料
3.0,百事可乐330ml,2017/11/23 19:24,D,饮料,碳酸饮料
3.5,东鹏特饮,2017/11/24 04:20,D,饮料,功能饮料
3.0,美年达（罐）,2017/11/24 20:10,D,饮料,碳酸饮料
3.0,维他奶,2017/11/24 21:02,D,饮料,植物蛋白
2.0,怡宝,2017/11/25 03:13,D,饮料,水
3.5,王老吉（罐）,2017/11/25 15:38,D,饮料,茶饮料
3.0,果粒橙,2017/11/25 19:03,D,饮料,果蔬饮料
3.0,统一冰红茶,2017/11/25 19:36,D,饮料,茶饮料
4.0,阿萨姆奶茶,2017/11/25 20:36,D,饮料,茶饮料
3.5,东鹏特饮,2017/11/25 21:20,D,饮料,功能饮料
4.0,阿萨姆奶茶,2017/11/26 14:55,D,饮料,茶饮料
4.0,营养快线,2017/11/26 16:33,D,饮料,乳制品
4.0,脉动,2017/11/26 21:06,D,饮料,功能饮料
4.0,营养快线,2017/11/27 15:48,D,饮料,乳制品
3.0,雪碧最新款,2017/11/27 16:03,D,饮料,碳酸饮料
3.0,雪碧最新款,2017/11/27 16:27,D,饮料,碳酸饮料
3.0,统一冰红茶,2017/11/27 16:55,D,饮料,茶饮料
6.0,红牛,2017/11/27 18:31,D,饮料,功能饮料
2.0,鸭翅,2017/11/27 19:33,D,非饮料,肉干/豆制品/蛋
2.0,鸭翅,2017/11/27 20:31,D,非饮料,肉干/豆制品/蛋
2.0,鸭翅,2017/11/27 20:35,D,非饮料,肉干/豆制品/蛋
3.5,东鹏特饮,2017/11/27 23:50,D,饮料,功能饮料
10.0,口味王槟榔（绿）,2017/11/28 12:28,D,非饮料,蜜饯/果干
4.0,阿萨姆奶茶,2017/11/28 15:56,D,饮料,茶饮料
3.0,可口可乐最新款,2017/11/28 15:58,D,饮料,碳酸饮料
4.0,营养快线,2017/11/28 17:59,D,饮料,乳制品
1.0,香豆干,2017/11/28 18:55,D,非饮料,肉干/豆制品/蛋
4.0,脉动,2017/11/28 19:21,D,饮料,功能饮料
3.5,东鹏特饮,2017/11/28 19:49,D,饮料,功能饮料
3.0,果粒橙,2017/11/28 20:04,D,饮料,果蔬饮料
3.0,统一绿茶,2017/11/28 20:05,D,饮料,茶饮料
4.0,营养快线,2017/11/28 21:25,D,饮料,乳制品
3.0,美年达（罐）,2017/11/28 22:02,D,饮料,碳酸饮料
4.5,50g上好佳田园薯片番茄味,2017/11/29 11:04,D,非饮料,膨化食品
4.0,银鹭八宝粥,2017/11/29 16:08,D,饮料,方便速食
3.5,东鹏特饮,2017/11/29 17:12,D,饮料,功能饮料
4.0,脉动,2017/11/29 17:41,D,饮料,功能饮料
3.0,熊字饼,2017/11/29 17:57,D,非饮料,饼干糕点
3.5,王老吉（罐）,2017/11/29 18:18,D,饮料,茶饮料
3.0,雪碧（500ml）,2017/11/29 19:31,D,饮料,碳酸饮料
4.5,65g卫龙亲嘴豆皮,2017/11/29 19:45,D,非饮料,肉干/豆制品/蛋
4.0,王老吉（500ml）,2017/11/29 20:23,D,饮料,茶饮料
3.0,统一冰红茶,2017/11/29 21:15,D,饮料,茶饮料
4.0,阿萨姆奶茶,2017/11/29 21:26,D,饮料,茶饮料
3.0,统一冰红茶,2017/11/30 00:08,D,饮料,茶饮料
3.0,果粒橙,2017/11/30 17:32,D,饮料,果蔬饮料
3.0,统一冰红茶,2017/11/30 19:40,D,饮料,茶饮料
3.0,统一冰红茶,2017/11/30 21:11,D,饮料,茶饮料
2.4,20g咪咪虾条马来西亚风味,2017/12/1 01:56,D,非饮料,膨化食品
4.5,250ml燕塘甜牛奶,2017/12/1 02:29,D,饮料,乳制品
3.0,可口可乐（500ml）,2017/12/1 04:06,D,饮料,碳酸饮料
2.5,可口可乐330ml,2017/12/1 06:01,D,饮料,碳酸饮料
4.0,150g健能酸奶原味,2017/12/1 06:28,D,饮料,乳制品
3.0,13g无穷烤鸡小腿蜂蜜味,2017/12/1 07:17,D,非饮料,肉干/豆制品/蛋
1.6,20g咪咪虾条马来西亚风味,2017/12/1 07:30,D,非饮料,膨化食品
3.5,东鹏特饮,2017/12/1 07:38,D,饮料,功能饮料
2.0,怡宝纯净水,2017/12/1 07:39,D,饮料,水
4.5,65g卫龙亲嘴豆皮,2017/12/1 07:59,D,非饮料,肉干/豆制品/蛋
4.0,阿萨姆奶茶,2017/12/1 09:07,D,饮料,茶饮料
4.5,78g卫龙亲语,2017/12/1 09:45,D,非饮料,肉干/豆制品/蛋
2.0,鸭翅,2017/12/1 09:46,D,非饮料,肉干/豆制品/蛋
3.0,熊字饼,2017/12/1 10:01,D,非饮料,饼干糕点
4.0,营养快线,2017/12/1 10:03,D,饮料,乳制品
3.5,王老吉（罐）,2017/12/1 10:04,D,饮料,茶饮料
3.0,熊字饼,2017/12/1 10:07,D,非饮料,饼干糕点
3.0,250ml维他原味豆奶,2017/12/1 10:15,D,饮料,植物蛋白
2.0,85g新麦潮手撕面包（提子味）,2017/12/1 10:24,D,非饮料,饼干糕点
5.5,480ml小茗同学冷泡青柠红茶,2017/12/1 10:39,D,饮料,茶饮料
4.0,健能酸奶,2017/12/1 12:03,D,饮料,乳制品
2.0,双汇玉米热狗肠,2017/12/1 12:09,D,非饮料,肉干/豆制品/蛋
11.8,37.5g费列罗榛果威化巧克力3颗,2017/12/1 12:12,D,非饮料,糖果/巧克力
15.0,口味王槟榔（红）,2017/12/1 12:29,D,非饮料,蜜饯/果干
4.8,20g咪咪虾条马来西亚风味,2017/12/1 12:41,D,非饮料,膨化食品
4.5,65g卫龙亲嘴豆皮,2017/12/1 12:42,D,非饮料,肉干/豆制品/蛋
6.0,红牛,2017/12/1 13:28,D,饮料,功能饮料
3.2,咪咪虾条马来西亚风味,2017/12/1 14:45,D,非饮料,膨化食品
4.5,250ml燕塘红枣牛奶,2017/12/1 15:02,D,饮料,乳制品
4.0,阿萨姆奶茶,2017/12/1 15:30,D,饮料,茶饮料
0.6,10g卫龙亲嘴烧香辣味,2017/12/1 15:43,D,非饮料,肉干/豆制品/蛋
4.5,55g奥利奥原味夹心饼干,2017/12/1 16:28,D,非饮料,饼干糕点
1.8,32g卫龙亲嘴烧,2017/12/1 17:36,D,非饮料,肉干/豆制品/蛋
3.0,13g无穷烤鸡小腿蜂蜜味,2017/12/1 17:39,D,非饮料,肉干/豆制品/蛋
0.8,20g马来西亚风味咪咪蟹味粒0219,2017/12/1 18:27,D,非饮料,膨化食品
4.5,40g乐事薯片黄瓜味,2017/12/1 18:41,D,非饮料,膨化食品
4.0,85g新麦潮北海道吐司,2017/12/1 18:47,D,非饮料,饼干糕点
2.0,香脆肠,2017/12/1 19:15,D,非饮料,肉干/豆制品/蛋
3.0,可口可乐最新款,2017/12/1 19:21,D,饮料,碳酸饮料
5.5,480ml小茗同学冷泡青柠红茶,2017/12/1 19:38,D,饮料,茶饮料
1.6,20g咪咪虾条马来西亚风味,2017/12/1 19:48,D,非饮料,膨化食品
1.8,600ml雪碧,2017/12/1 19:50,D,饮料,碳酸饮料
2.0,怡宝纯净水,2017/12/1 20:02,D,饮料,水
2.5,伊利优酸乳,2017/12/1 20:35,D,饮料,乳制品
4.0,营养快线,2017/12/1 21:05,D,饮料,乳制品
3.0,统一冰红茶,2017/12/1 21:08,D,饮料,茶饮料
1.0,香豆干,2017/12/1 21:09,D,非饮料,肉干/豆制品/蛋
3.0,果粒橙,2017/12/1 21:13,D,饮料,果蔬饮料
3.5,东鹏特饮,2017/12/1 21:16,D,饮料,功能饮料
3.5,500ml加多宝,2017/12/1 21:19,D,饮料,茶饮料
3.0,维他奶,2017/12/1 21:19,D,饮料,植物蛋白
3.5,东鹏特饮,2017/12/1 21:20,D,饮料,功能饮料
3.0,40g双汇玉米热狗肠,2017/12/1 21:22,D,非饮料,肉干/豆制品/蛋
4.0,王老吉（500ml）,2017/12/1 21:22,D,饮料,茶饮料
3.0,伊利纯牛奶,2017/12/1 21:42,D,饮料,乳制品
4.0,银鹭八宝粥,2017/12/1 21:44,D,饮料,方便速食
4.0,脉动,2017/12/1 21:46,D,饮料,功能饮料
3.0,40g双汇玉米热狗肠,2017/12/1 21:52,D,非饮料,肉干/豆制品/蛋
1.5,40g双汇玉米热狗肠,2017/12/1 21:54,D,非饮料,肉干/豆制品/蛋
3.0,美年达（罐）,2017/12/1 22:09,D,饮料,碳酸饮料
2.0,怡宝纯净水,2017/12/1 23:07,D,饮料,水
5.5,205g伊利安慕希原味,2017/12/1 23:18,D,饮料,乳制品
15.0,口味王槟榔（红）,2017/12/2 00:01,D,非饮料,蜜饯/果干
3.0,雪碧最新款,2017/12/2 00:05,D,饮料,碳酸饮料
3.0,可口可乐最新款,2017/12/2 00:08,D,饮料,碳酸饮料
3.0,统一冰红茶,2017/12/2 01:38,D,饮料,茶饮料
3.5,500ml加多宝,2017/12/2 03:30,D,饮料,茶饮料
3.0,可口可乐最新款,2017/12/2 03:30,D,饮料,碳酸饮料
6.5,70g乐事薯片黄瓜味,2017/12/2 06:40,D,非饮料,膨化食品
3.5,王老吉（罐）,2017/12/2 08:07,D,饮料,茶饮料
2.4,20g马来西亚风味咪咪蟹味粒0219,2017/12/2 08:14,D,非饮料,膨化食品
5.5,农夫果园,2017/12/2 09:17,D,饮料,果蔬饮料
1.8,32g卫龙亲嘴烧红烧牛肉味,2017/12/2 10:07,D,非饮料,肉干/豆制品/蛋
4.5,250ml燕塘原味酸奶,2017/12/2 10:40,D,饮料,乳制品
4.0,营养快线,2017/12/2 11:53,D,饮料,乳制品
3.0,250ml维他奶巧克力味,2017/12/2 12:04,D,饮料,植物蛋白
3.0,250ml维他柠檬茶,2017/12/2 12:07,D,饮料,茶饮料
3.0,13g无穷烤鸡小腿蜂蜜味,2017/12/2 12:12,D,非饮料,肉干/豆制品/蛋
3.0,百事可乐330ml,2017/12/2 12:27,D,饮料,碳酸饮料
3.5,东鹏特饮,2017/12/2 13:27,D,饮料,功能饮料
7.0,合味道（海鲜风味）,2017/12/2 13:58,D,非饮料,方便速食
4.5,250ml燕塘原味酸奶,2017/12/2 14:32,D,饮料,乳制品
4.5,80g香飘飘椰果奶茶麦香味,2017/12/2 14:34,D,饮料,茶饮料
4.5,250ml燕塘原味酸奶,2017/12/2 15:04,D,饮料,乳制品
3.5,东鹏特饮,2017/12/2 15:06,D,饮料,功能饮料
4.5,180ml雀巢咖啡罐装,2017/12/2 15:09,D,饮料,咖啡
4.0,阿萨姆奶茶,2017/12/2 15:11,D,饮料,茶饮料
2.0,怡宝纯净水,2017/12/2 15:18,D,饮料,水
4.0,阿萨姆奶茶,2017/12/2 15:37,D,饮料,茶饮料
2.0,鸭翅,2017/12/2 16:05,D,非饮料,肉干/豆制品/蛋
3.0,维他柠檬茶,2017/12/2 16:06,D,饮料,茶饮料
4.5,250ml燕塘红枣牛奶,2017/12/2 16:19,D,饮料,乳制品
3.0,250ml维他柠檬茶,2017/12/2 16:30,D,饮料,茶饮料
1.8,32g卫龙亲嘴烧红烧牛肉味,2017/12/2 16:41,D,非饮料,肉干/豆制品/蛋
3.0,250ml维他原味豆奶,2017/12/2 16:44,D,饮料,植物蛋白
4.0,营养快线,2017/12/2 17:40,D,饮料,乳制品
3.0,可口可乐（500ml）,2017/12/2 17:44,D,饮料,碳酸饮料
2.0,怡宝纯净水,2017/12/2 17:47,D,饮料,水
3.5,600ml可口可乐,2017/12/2 18:07,D,饮料,碳酸饮料
6.0,红牛,2017/12/2 18:10,D,饮料,功能饮料
6.0,红牛,2017/12/2 18:17,D,饮料,功能饮料
6.0,红牛,2017/12/2 18:18,D,饮料,功能饮料
6.0,红牛,2017/12/2 18:19,D,饮料,功能饮料
6.0,红牛,2017/12/2 18:21,D,饮料,功能饮料
6.0,红牛,2017/12/2 18:22,D,饮料,功能饮料
0.8,20g马来西亚风味咪咪蟹味粒0219,2017/12/2 18:42,D,非饮料,膨化食品
6.5,430g泰奇八宝粥,2017/12/2 19:11,D,非饮料,方便速食
3.0,250ml维他柠檬茶,2017/12/2 19:38,D,饮料,茶饮料
4.0,脉动,2017/12/2 19:50,D,饮料,功能饮料
3.0,卫龙大面筋,2017/12/2 19:56,D,非饮料,肉干/豆制品/蛋
2.0,鸭翅,2017/12/2 20:01,D,非饮料,肉干/豆制品/蛋
2.0,怡宝纯净水,2017/12/2 20:14,D,饮料,水
3.5,250ml燕塘甜牛奶,2017/12/2 20:16,D,饮料,乳制品
3.0,统一冰红茶,2017/12/2 20:16,D,饮料,茶饮料
4.0,营养快线,2017/12/2 20:17,D,饮料,乳制品
3.0,百事可乐500ml,2017/12/2 20:18,D,饮料,碳酸饮料
4.0,阿萨姆奶茶,2017/12/2 20:19,D,饮料,茶饮料
2.0,伊利优酸乳,2017/12/2 20:26,D,饮料,乳制品
6.5,250ml红牛,2017/12/2 20:32,D,饮料,功能饮料
2.0,怡宝纯净水,2017/12/2 20:32,D,饮料,水
3.0,可口可乐最新款,2017/12/2 20:34,D,饮料,碳酸饮料
3.5,600ml可口可乐,2017/12/2 20:50,D,饮料,碳酸饮料
4.0,阿萨姆奶茶,2017/12/2 20:59,D,饮料,茶饮料
1.5,40g双汇玉米热狗肠,2017/12/2 21:12,D,非饮料,肉干/豆制品/蛋
2.5,30g无穷农场盐_鸡蛋,2017/12/2 21:20,D,非饮料,肉干/豆制品/蛋
2.0,雪力矿泉水,2017/12/2 21:40,D,饮料,水
4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/12/2 21:51,D,非饮料,饼干糕点
3.0,统一绿茶,2017/12/2 22:18,D,饮料,茶饮料
2.0,怡宝纯净水,2017/12/3 00:08,D,饮料,水
3.0,雪碧（500ml）,2017/12/3 00:20,D,饮料,碳酸饮料
5.5,85g统一老坛酸菜牛肉面,2017/12/3 01:17,D,非饮料,方便速食
3.0,13g无穷烤鸡小腿蜂蜜味,2017/12/3 01:28,D,非饮料,肉干/豆制品/蛋
2.5,250ml统一麦香奶茶,2017/12/3 01:31,D,饮料,茶饮料
6.0,红牛,2017/12/3 02:12,D,饮料,功能饮料
6.0,红牛,2017/12/3 02:13,D,饮料,功能饮料
39.6,180g统一满汉全席台式半筋半肉牛肉面,2017/12/3 08:48,D,非饮料,方便速食
3.0,可口可乐（500ml）,2017/12/3 08:53,D,饮料,碳酸饮料
3.5,王老吉（罐）,2017/12/3 09:25,D,饮料,茶饮料
3.5,王老吉（罐）,2017/12/3 10:18,D,饮料,茶饮料
4.0,营养快线,2017/12/3 11:10,D,饮料,乳制品
1.5,鸭翅,2017/12/3 11:50,D,非饮料,肉干/豆制品/蛋
3.5,统一绿茶,2017/12/3 12:02,D,饮料,茶饮料
3.0,卫龙大面筋,2017/12/3 12:05,D,非饮料,肉干/豆制品/蛋
4.5,40g乐事美国经典原味,2017/12/3 12:11,D,非饮料,膨化食品
3.0,熊字饼,2017/12/3 12:15,D,非饮料,饼干糕点
5.0,500ml农夫果园 (芒果+菠萝+番石榴),2017/12/3 15:20,D,饮料,果蔬饮料
1.0,香豆干,2017/12/3 15:23,D,非饮料,肉干/豆制品/蛋
4.0,王老吉（500ml）,2017/12/3 15:32,D,饮料,茶饮料
3.0,果粒橙,2017/12/3 15:33,D,饮料,果蔬饮料
3.0,统一冰红茶,2017/12/3 15:51,D,饮料,茶饮料
6.5,91g徐福记凤梨酥,2017/12/3 16:42,D,非饮料,饼干糕点
1.5,香豆干,2017/12/3 16:57,D,非饮料,肉干/豆制品/蛋
2.0,鸭翅,2017/12/3 17:01,D,非饮料,肉干/豆制品/蛋
1.5,40g双汇玉米热狗肠,2017/12/3 17:26,D,非饮料,肉干/豆制品/蛋
4.0,阿萨姆奶茶,2017/12/3 17:31,D,饮料,茶饮料
3.5,王老吉（罐）,2017/12/3 17:32,D,饮料,茶饮料
1.5,香豆干,2017/12/3 17:36,D,非饮料,肉干/豆制品/蛋
3.5,600ml可口可乐,2017/12/3 17:49,D,饮料,碳酸饮料
1.5,香豆干,2017/12/3 17:49,D,非饮料,肉干/豆制品/蛋
3.6,10g卫龙亲嘴烧香辣味,2017/12/3 17:51,D,非饮料,肉干/豆制品/蛋
2.0,鸭翅,2017/12/3 17:52,D,非饮料,肉干/豆制品/蛋
3.5,王老吉（罐）,2017/12/3 18:22,D,饮料,茶饮料
0.8,20g咪咪虾条马来西亚风味,2017/12/3 18:37,D,非饮料,膨化食品
3.5,王老吉（罐）,2017/12/3 18:40,D,饮料,茶饮料
1.6,20g咪咪虾条马来西亚风味,2017/12/3 18:49,D,非饮料,膨化食品
