金额,商品,支付时间,地点,商品大类,商品二级类
4.5,王老吉（500ml）,2017/11/18 12:35,E,饮料,茶饮料
1.5,12g劲仔小鱼麻辣味,2017/11/18 12:36,A,非饮料,肉干/豆制品/蛋
4.5,50g双层百力滋奶咖味,2017/11/18 12:36,C,非饮料,饼干糕点
6.0,红牛,2017/11/18 12:36,C,饮料,功能饮料
2.5,145ml旺仔牛奶盒装,2017/11/18 12:36,E,饮料,乳制品
4.5,阿萨姆奶茶,2017/11/18 12:38,E,饮料,茶饮料
3.0,统一冰红茶,2017/11/18 12:41,D,饮料,茶饮料
5.0,500ml统一阿萨姆奶茶,2017/11/18 12:46,B,饮料,茶饮料
3.0,维他奶,2017/11/18 12:46,C,饮料,植物蛋白
5.5,205g伊利安慕希原味,2017/11/18 12:46,E,饮料,乳制品
0.8,咪咪虾条马来西亚风味,2017/11/18 12:46,E,非饮料,膨化食品
4.0,王老吉（罐）,2017/11/18 12:46,E,饮料,茶饮料
6.0,红牛,2017/11/18 12:48,B,饮料,功能饮料
4.0,统一冰红茶,2017/11/18 12:51,E,饮料,茶饮料
1.5,香脆肠,2017/11/18 12:55,C,非饮料,肉干/豆制品/蛋
4.5,40g上好佳日式鱼果,2017/11/18 12:57,C,非饮料,膨化食品
4.0,冰糖雪梨,2017/11/18 12:57,E,饮料,果蔬饮料
4.5,250ml燕塘甜牛奶,2017/11/18 12:59,B,饮料,乳制品
3.5,冰糖雪梨,2017/11/18 12:59,E,饮料,果蔬饮料
5.0,王老吉（500ml）,2017/11/18 13:00,E,饮料,茶饮料
2.5,可口可乐330ml,2017/11/18 13:04,B,饮料,碳酸饮料
2.0,怡宝纯净水,2017/11/18 13:06,B,饮料,水
1.5,40g双汇玉米热狗肠,2017/11/18 13:09,A,非饮料,肉干/豆制品/蛋
2.5,怡宝纯净水,2017/11/18 13:09,E,饮料,水
11.8,37.5g费列罗榛果威化巧克力3颗,2017/11/18 13:11,B,非饮料,糖果/巧克力
3.5,统一绿茶,2017/11/18 13:11,E,饮料,茶饮料
6.0,268ml雀巢咖啡丝滑拿铁,2017/11/18 13:13,E,饮料,咖啡
3.5,果粒橙,2017/11/18 13:13,E,饮料,果蔬饮料
3.0,可口可乐330ml,2017/11/18 13:14,B,饮料,碳酸饮料
5.5,205g伊利安慕希原味,2017/11/18 13:15,B,饮料,乳制品
3.0,雪碧（500ml）,2017/11/18 13:15,D,饮料,碳酸饮料
3.5,统一冰红茶,2017/11/18 13:16,E,饮料,茶饮料
4.5,250ml燕塘原味酸奶,2017/11/18 13:23,C,饮料,乳制品
4.5,王老吉（500ml）,2017/11/18 13:23,E,饮料,茶饮料
2.0,怡宝纯净水,2017/11/18 13:29,B,饮料,水
4.0,银鹭八宝粥,2017/11/18 13:38,D,饮料,方便速食
4.0,统一冰红茶,2017/11/18 13:42,E,饮料,茶饮料
2.0,怡宝纯净水,2017/11/18 13:46,B,饮料,水
2.0,怡宝纯净水,2017/11/18 13:47,B,饮料,水
5.0,脉动,2017/11/18 13:49,C,饮料,功能饮料
3.0,伊利优酸乳,2017/11/18 13:51,C,饮料,乳制品
3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/11/18 13:56,E,非饮料,饼干糕点
5.0,脉动,2017/11/18 13:56,E,饮料,功能饮料
1.0,香豆干,2017/11/18 13:57,B,非饮料,肉干/豆制品/蛋
4.0,熊字饼,2017/11/18 13:58,E,非饮料,饼干糕点
4.0,阿萨姆奶茶,2017/11/18 14:00,A,饮料,茶饮料
3.0,卫龙大面筋,2017/11/18 14:07,C,非饮料,肉干/豆制品/蛋
7.0,合味道（海鲜风味）,2017/11/18 14:07,D,非饮料,方便速食
4.0,王老吉（罐）,2017/11/18 14:10,C,饮料,茶饮料
2.0,雪力矿泉水,2017/11/18 14:11,A,饮料,水
3.0,统一冰红茶,2017/11/18 14:12,D,饮料,茶饮料
4.0,营养快线,2017/11/18 14:14,D,饮料,乳制品
10.0,225g味之不规则饼干芝士味,2017/11/18 14:15,E,非饮料,饼干糕点
6.0,红牛,2017/11/18 14:15,E,饮料,功能饮料
3.5,维他柠檬茶,2017/11/18 14:15,E,饮料,茶饮料
2.0,怡宝纯净水,2017/11/18 14:16,D,饮料,水
3.5,统一冰红茶,2017/11/18 14:20,C,饮料,茶饮料
2.0,怡宝纯净水,2017/11/18 14:22,A,饮料,水
10.0,口味王槟榔（绿）,2017/11/18 14:23,C,非饮料,蜜饯/果干
1.8,32g卫龙亲嘴烧红烧牛肉味,2017/11/18 14:23,E,非饮料,肉干/豆制品/蛋
3.0,600ml可口可乐,2017/11/18 14:25,C,饮料,碳酸饮料
2.0,怡宝纯净水,2017/11/18 14:25,D,饮料,水
3.0,芬达330ml,2017/11/18 14:26,C,饮料,碳酸饮料
4.0,营养快线,2017/11/18 14:33,B,饮料,乳制品
3.5,东鹏特饮,2017/11/18 14:35,E,饮料,功能饮料
4.0,果粒橙,2017/11/18 14:37,E,饮料,果蔬饮料
3.0,统一冰红茶,2017/11/18 14:41,C,饮料,茶饮料
3.5,可口可乐330ml,2017/11/18 14:42,B,饮料,碳酸饮料
1.0,咪咪,2017/11/18 14:43,E,非饮料,膨化食品
3.0,雪碧最新款,2017/11/18 14:44,C,饮料,碳酸饮料
4.5,250ml燕塘红枣牛奶,2017/11/18 14:46,C,饮料,乳制品
2.0,85g新麦潮北海道吐司,2017/11/18 14:46,D,非饮料,饼干糕点
3.5,可口可乐330ml,2017/11/18 14:47,E,饮料,碳酸饮料
4.0,脉动,2017/11/18 14:48,E,饮料,功能饮料
1.0,小鱼仔,2017/11/18 14:51,B,非饮料,海味零食
6.0,268ml雀巢咖啡丝滑拿铁,2017/11/18 14:51,E,饮料,咖啡
4.5,78g卫龙亲嘴语辣条,2017/11/18 14:53,C,非饮料,肉干/豆制品/蛋
3.0,印尼芝士威化饼干,2017/11/18 14:53,C,非饮料,饼干糕点
2.5,13g无穷烤鸡小腿蜂蜜味,2017/11/18 14:53,E,非饮料,肉干/豆制品/蛋
3.0,美年达（罐）,2017/11/18 14:54,D,饮料,碳酸饮料
4.0,阿萨姆奶茶,2017/11/18 14:56,A,饮料,茶饮料
4.0,银鹭八宝粥,2017/11/18 14:57,E,饮料,方便速食
3.0,怡宝纯净水,2017/11/18 14:58,E,饮料,水
1.5,鸭翅,2017/11/18 14:59,C,非饮料,肉干/豆制品/蛋
4.5,250ml燕塘原味酸奶,2017/11/18 15:03,E,饮料,乳制品
4.0,55g奥利奥原味芝士饼干,2017/11/18 15:03,E,非饮料,饼干糕点
6.5,70g乐事薯片（黄瓜味）,2017/11/18 15:03,E,非饮料,膨化食品
4.5,营养快线,2017/11/18 15:03,E,饮料,乳制品
5.0,600ml脉动青柠,2017/11/18 15:05,B,饮料,功能饮料
2.0,怡宝纯净水,2017/11/18 15:05,B,饮料,水
5.0,阿萨姆奶茶,2017/11/18 15:07,E,饮料,茶饮料
5.0,48g好丽友薯愿香烤原味,2017/11/18 15:08,B,非饮料,膨化食品
4.5,脉动,2017/11/18 15:08,E,饮料,功能饮料
4.5,40g乐事薯片黄瓜味,2017/11/18 15:10,E,非饮料,膨化食品
2.0,鸭翅,2017/11/18 15:10,E,非饮料,肉干/豆制品/蛋
4.0,阿萨姆奶茶,2017/11/18 15:11,D,饮料,茶饮料
4.5,250ml燕塘红枣牛奶,2017/11/18 15:11,E,饮料,乳制品
3.2,20g咪咪虾条马来西亚风味,2017/11/18 15:12,B,非饮料,膨化食品
3.0,怡宝纯净水,2017/11/18 15:15,B,饮料,水
4.0,熊字饼,2017/11/18 15:17,C,非饮料,饼干糕点
3.0,雪碧最新款,2017/11/18 15:18,C,饮料,碳酸饮料
6.5,148g富甲一方紫薯仔,2017/11/18 15:18,E,非饮料,蜜饯/果干
3.0,250ml维他原味豆奶,2017/11/18 15:19,B,饮料,植物蛋白
3.0,美年达（罐）,2017/11/18 15:20,D,饮料,碳酸饮料
3.0,统一冰红茶,2017/11/18 15:21,B,饮料,茶饮料
3.0,12g劲仔小鱼麻辣味,2017/11/18 15:21,D,非饮料,肉干/豆制品/蛋
1.6,20g马来西亚风味咪咪蟹味粒0219,2017/11/18 15:21,E,非饮料,膨化食品
6.5,430g泰奇八宝粥,2017/11/18 15:21,E,非饮料,方便速食
6.0,红牛,2017/11/18 15:22,C,饮料,功能饮料
1.0,小鱼仔,2017/11/18 15:23,B,非饮料,海味零食
3.5,可口可乐330ml,2017/11/18 15:24,E,饮料,碳酸饮料
3.0,果粒橙,2017/11/18 15:25,D,饮料,果蔬饮料
4.5,脉动,2017/11/18 15:26,C,饮料,功能饮料
3.0,维他奶,2017/11/18 15:27,D,饮料,植物蛋白
5.5,103g康师傅红烧牛肉面,2017/11/18 15:28,E,非饮料,方便速食
4.5,250ml燕塘原味酸奶,2017/11/18 15:28,E,饮料,乳制品
2.5,30g无穷农场盐_鸡蛋,2017/11/18 15:28,E,非饮料,肉干/豆制品/蛋
4.5,脉动,2017/11/18 15:28,E,饮料,功能饮料
2.0,怡宝纯净水,2017/11/18 15:30,B,饮料,水
3.0,可口可乐最新款,2017/11/18 15:31,E,饮料,碳酸饮料
6.0,330ml伊利畅意乳酸菌原味,2017/11/18 15:35,B,饮料,乳制品
4.5,250ml燕塘红枣牛奶,2017/11/18 15:35,E,饮料,乳制品
2.5,怡宝纯净水,2017/11/18 15:35,E,饮料,水
3.0,茉莉蜜茶,2017/11/18 15:36,C,饮料,茶饮料
3.0,怡宝,2017/11/18 15:38,C,饮料,水
10.5,37.5g费列罗榛果威化巧克力3颗,2017/11/18 15:39,A,非饮料,糖果/巧克力
3.0,统一冰红茶,2017/11/18 15:39,D,饮料,茶饮料
6.0,370g泰奇八宝粥,2017/11/18 15:40,E,非饮料,方便速食
3.0,美年达（罐）,2017/11/18 15:40,E,饮料,碳酸饮料
6.0,330ml伊利畅意乳酸菌原味,2017/11/18 15:42,A,饮料,乳制品
3.0,雪碧最新款,2017/11/18 15:42,C,饮料,碳酸饮料
3.0,怡宝纯净水,2017/11/18 15:43,E,饮料,水
4.0,营养快线,2017/11/18 15:45,E,饮料,乳制品
7.0,160g盼盼手撕面包,2017/11/18 15:47,C,非饮料,饼干糕点
6.0,红牛,2017/11/18 15:47,D,饮料,功能饮料
3.0,怡宝纯净水,2017/11/18 15:48,E,饮料,水
2.0,怡宝纯净水,2017/11/18 15:49,D,饮料,水
3.5,东鹏特饮,2017/11/18 15:50,A,饮料,功能饮料
6.0,秒充,2017/11/18 15:54,E,非饮料,其他
4.5,阿萨姆奶茶,2017/11/18 15:57,C,饮料,茶饮料
3.0,统一冰红茶,2017/11/18 16:01,B,饮料,茶饮料
5.5,268ml雀巢咖啡丝滑拿铁,2017/11/18 16:01,E,饮料,咖啡
2.4,20g马来西亚风味咪咪蟹味粒0219,2017/11/18 16:03,E,非饮料,膨化食品
3.6,32g卫龙亲嘴烧川香味,2017/11/18 16:03,E,非饮料,肉干/豆制品/蛋
6.0,红牛,2017/11/18 16:03,E,饮料,功能饮料
1.5,卫龙亲嘴烧麦辣鸡汁味,2017/11/18 16:03,E,非饮料,肉干/豆制品/蛋
3.0,可口可乐（500ml）,2017/11/18 16:05,D,饮料,碳酸饮料
7.0,80g马赛克香蕉片,2017/11/18 16:06,E,非饮料,蜜饯/果干
1.5,手撕素肉排,2017/11/18 16:06,E,非饮料,肉干/豆制品/蛋
3.0,卫龙大面筋,2017/11/18 16:07,B,非饮料,肉干/豆制品/蛋
3.0,雪碧最新款,2017/11/18 16:08,D,饮料,碳酸饮料
3.0,芬达330ml,2017/11/18 16:11,E,饮料,碳酸饮料
4.0,银鹭八宝粥,2017/11/18 16:12,B,饮料,方便速食
12.5,100g*5瓶益力多,2017/11/18 16:12,C,饮料,乳制品
1.6,20g马来西亚风味咪咪蟹味粒0219,2017/11/18 16:12,E,非饮料,膨化食品
3.0,250ml维他原味豆奶,2017/11/18 16:12,E,饮料,植物蛋白
3.5,东鹏特饮,2017/11/18 16:13,D,饮料,功能饮料
3.0,13g无穷烤鸡小腿蜂蜜味,2017/11/18 16:14,E,非饮料,肉干/豆制品/蛋
2.0,香脆肠,2017/11/18 16:14,E,非饮料,肉干/豆制品/蛋
3.0,印尼芝士威化饼干,2017/11/18 16:14,E,非饮料,饼干糕点
5.0,营养快线,2017/11/18 16:15,E,饮料,乳制品
4.5,250ml燕塘甜牛奶,2017/11/18 16:16,A,饮料,乳制品
5.5,268ml雀巢咖啡丝滑拿铁,2017/11/18 16:16,B,饮料,咖啡
4.0,85g新麦潮北海道吐司,2017/11/18 16:16,B,非饮料,饼干糕点
2.0,怡宝纯净水,2017/11/18 16:16,B,饮料,水
3.5,东鹏特饮,2017/11/18 16:17,C,饮料,功能饮料
6.5,250ml红牛,2017/11/18 16:17,E,饮料,功能饮料
4.5,脉动,2017/11/18 16:18,C,饮料,功能饮料
4.0,脉动,2017/11/18 16:19,C,饮料,功能饮料
1.5,40g双汇玉米热狗肠,2017/11/18 16:22,A,非饮料,肉干/豆制品/蛋
1.0,香豆干,2017/11/18 16:22,C,非饮料,肉干/豆制品/蛋
6.0,107g出前一丁桶面酱香牛肉王,2017/11/18 16:22,E,非饮料,方便速食
2.5,13g无穷烤鸡小腿蜂蜜味,2017/11/18 16:22,E,非饮料,肉干/豆制品/蛋
4.5,阿萨姆奶茶,2017/11/18 16:23,E,饮料,茶饮料
3.0,果粒橙,2017/11/18 16:24,C,饮料,果蔬饮料
3.0,怡宝纯净水,2017/11/18 16:25,E,饮料,水
3.0,可口可乐330ml,2017/11/18 16:26,E,饮料,碳酸饮料
4.5,燕塘甜牛奶,2017/11/18 16:26,E,饮料,乳制品
6.0,多芙利香草奶油味蛋糕,2017/11/18 16:27,B,非饮料,饼干糕点
4.5,78g卫龙亲嘴语辣条,2017/11/18 16:27,E,非饮料,肉干/豆制品/蛋
5.0,脉动,2017/11/18 16:27,E,饮料,功能饮料
3.5,500ml加多宝,2017/11/18 16:28,D,饮料,茶饮料
2.5,怡宝纯净水,2017/11/18 16:28,E,饮料,水
4.0,55g奥利奥原味芝士饼干,2017/11/18 16:30,A,非饮料,饼干糕点
5.8,205ml安慕希蓝莓味,2017/11/18 16:30,B,饮料,乳制品
1.5,20g咪咪虾条马来西亚风味,2017/11/18 16:30,C,非饮料,膨化食品
4.0,55g奥利奥原味芝士饼干,2017/11/18 16:30,C,非饮料,饼干糕点
4.0,阿萨姆奶茶,2017/11/18 16:30,C,饮料,茶饮料
8.0,80g四洲粟一烧烧烤味,2017/11/18 16:30,E,非饮料,膨化食品
2.0,85g新麦潮手撕面包（提子味）,2017/11/18 16:30,E,非饮料,饼干糕点
4.0,阿萨姆煎茶奶绿,2017/11/18 16:31,C,饮料,茶饮料
3.0,统一绿茶,2017/11/18 16:32,B,饮料,茶饮料
4.0,脉动,2017/11/18 16:34,B,饮料,功能饮料
4.0,450ml美汁源果粒橙,2017/11/18 16:34,C,饮料,果蔬饮料
6.0,红牛,2017/11/18 16:34,C,饮料,功能饮料
4.0,果粒橙,2017/11/18 16:34,E,饮料,果蔬饮料
3.0,13g无穷烤鸡小腿蜂蜜味,2017/11/18 16:35,A,非饮料,肉干/豆制品/蛋
6.5,250ml红牛,2017/11/18 16:35,B,饮料,功能饮料
4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/11/18 16:35,B,非饮料,饼干糕点
2.4,10g卫龙亲嘴烧香辣味,2017/11/18 16:35,C,非饮料,肉干/豆制品/蛋
2.5,13g无穷烤鸡小腿蜂蜜味,2017/11/18 16:35,E,非饮料,肉干/豆制品/蛋
9.0,50g马赛克手撕鱿鱼条,2017/11/18 16:35,E,非饮料,海味零食
4.5,营养快线,2017/11/18 16:35,E,饮料,乳制品
3.0,卫龙大面筋,2017/11/18 16:36,C,非饮料,肉干/豆制品/蛋
6.0,13g无穷烤鸡小腿蜂蜜味,2017/11/18 16:37,E,非饮料,肉干/豆制品/蛋
4.5,500ml加多宝,2017/11/18 16:37,E,饮料,茶饮料
4.0,统一冰红茶,2017/11/18 16:37,E,饮料,茶饮料
5.0,110g顺宝九制话梅,2017/11/18 16:38,C,非饮料,蜜饯/果干
1.8,32g卫龙亲嘴烧,2017/11/18 16:38,E,非饮料,肉干/豆制品/蛋
3.5,冰糖雪梨,2017/11/18 16:38,E,饮料,果蔬饮料
3.5,东鹏特饮,2017/11/18 16:42,B,饮料,功能饮料
5.5,268ml雀巢咖啡丝滑拿铁,2017/11/18 16:43,A,饮料,咖啡
3.0,维他柠檬茶,2017/11/18 16:43,D,饮料,茶饮料
6.5,91g徐福记凤梨酥,2017/11/18 16:44,E,非饮料,饼干糕点
2.0,小鱼仔,2017/11/18 16:44,E,非饮料,海味零食
3.5,东鹏特饮,2017/11/18 16:45,E,饮料,功能饮料
3.0,70g乖媳妇野山泡椒凤爪,2017/11/18 16:47,E,非饮料,肉干/豆制品/蛋
2.5,怡宝纯净水,2017/11/18 16:47,E,饮料,水
3.0,伊利纯牛奶,2017/11/18 16:48,C,饮料,乳制品
4.5,480ml小茗同学冷泡青柠红茶,2017/11/18 16:49,C,饮料,茶饮料
6.5,430g泰奇八宝粥,2017/11/18 16:49,E,非饮料,方便速食
2.5,怡宝纯净水,2017/11/18 16:49,E,饮料,水
7.0,优益C活菌型乳酸菌饮品,2017/11/18 16:49,E,饮料,乳制品
3.0,可口可乐（500ml）,2017/11/18 16:50,D,饮料,碳酸饮料
1.5,12g劲仔小鱼麻辣味,2017/11/18 16:50,E,非饮料,肉干/豆制品/蛋
3.0,统一冰红茶,2017/11/18 16:51,B,饮料,茶饮料
6.5,148g富甲一方紫薯仔,2017/11/18 16:51,E,非饮料,蜜饯/果干
4.5,250ml燕塘原味酸奶,2017/11/18 16:52,A,饮料,乳制品
2.0,无穷农场盐_鸡蛋,2017/11/18 16:52,A,非饮料,肉干/豆制品/蛋
3.0,12g劲仔小鱼麻辣味,2017/11/18 16:52,B,非饮料,肉干/豆制品/蛋
5.0,480ml小茗同学冷泡青柠红茶,2017/11/18 16:52,B,饮料,茶饮料
4.0,新麦潮天然酵母面包（牛奶风味）,2017/11/18 16:52,B,非饮料,饼干糕点
5.5,70g乐事薯片（黄瓜味）,2017/11/18 16:52,C,非饮料,膨化食品
0.1,小糖衣血糖仪,2017/11/18 16:52,D,非饮料,其他
4.5,250ml燕塘甜牛奶,2017/11/18 16:52,E,饮料,乳制品
1.8,600ml雪碧,2017/11/18 16:52,E,饮料,碳酸饮料
4.5,78g卫龙亲嘴语辣条,2017/11/18 16:52,E,非饮料,肉干/豆制品/蛋
4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/11/18 16:52,E,非饮料,饼干糕点
6.0,86g合味道海鲜风味,2017/11/18 16:52,E,非饮料,方便速食
4.0,可口可乐（500ml）,2017/11/18 16:52,E,饮料,碳酸饮料
3.5,维他原味豆奶,2017/11/18 16:52,E,饮料,植物蛋白
1.5,卫龙亲嘴烧红烧牛肉味,2017/11/18 16:52,E,非饮料,肉干/豆制品/蛋
4.0,新麦潮天然酵母面包,2017/11/18 16:52,E,非饮料,饼干糕点
5.0,220g宝丰龙龟苓膏,2017/11/18 16:53,B,非饮料,果冻/龟苓膏
3.0,雪碧最新款,2017/11/18 16:53,D,饮料,碳酸饮料
3.0,伊利优酸乳,2017/11/18 16:55,B,饮料,乳制品
6.0,13g无穷烤鸡小腿蜂蜜味,2017/11/18 16:56,A,非饮料,肉干/豆制品/蛋
54.0,260g马来西亚进口茱蒂丝口口香饼干,2017/11/18 16:56,C,非饮料,饼干糕点
2.5,85g新麦潮北海道吐司,2017/11/18 16:56,C,非饮料,饼干糕点
1.8,600ml雪碧,2017/11/18 16:56,E,饮料,碳酸饮料
5.0,85g统一老坛酸菜牛肉面,2017/11/18 16:56,E,非饮料,方便速食
2.5,85g新麦潮北海道吐司,2017/11/18 16:56,E,非饮料,饼干糕点
4.0,果粒橙,2017/11/18 16:56,E,饮料,果蔬饮料
3.0,可口可乐最新款,2017/11/18 16:57,A,饮料,碳酸饮料
3.5,东鹏特饮,2017/11/18 16:58,B,饮料,功能饮料
4.0,王老吉（罐）,2017/11/18 16:58,E,饮料,茶饮料
4.0,阿萨姆煎茶奶绿,2017/11/18 17:00,C,饮料,茶饮料
5.5,268ml雀巢咖啡丝滑拿铁,2017/11/18 17:00,E,饮料,咖啡
3.5,王老吉（罐）,2017/11/18 17:02,B,饮料,茶饮料
3.5,东鹏特饮,2017/11/18 17:03,E,饮料,功能饮料
2.0,怡宝纯净水,2017/11/18 17:04,A,饮料,水
2.0,怡宝纯净水,2017/11/18 17:06,A,饮料,水
3.0,可口可乐（500ml）,2017/11/18 17:06,E,饮料,碳酸饮料
1.5,卫龙亲嘴烧红烧牛肉味,2017/11/18 17:06,E,非饮料,肉干/豆制品/蛋
1.0,香豆干,2017/11/18 17:08,D,非饮料,肉干/豆制品/蛋
0.8,20g咪咪虾条马来西亚风味,2017/11/18 17:08,E,非饮料,膨化食品
4.5,250ml燕塘甜牛奶,2017/11/18 17:08,E,饮料,乳制品
5.5,268ml雀巢咖啡丝滑拿铁,2017/11/18 17:08,E,饮料,咖啡
4.5,40g上好佳日式鱼果,2017/11/18 17:08,E,非饮料,膨化食品
4.0,500ml农夫果园 (芒果+菠萝+番石榴),2017/11/18 17:08,E,饮料,果蔬饮料
2.0,鸭翅,2017/11/18 17:09,E,非饮料,肉干/豆制品/蛋
3.5,统一绿茶,2017/11/18 17:12,E,饮料,茶饮料
4.5,250ml燕塘原味酸奶,2017/11/18 17:13,B,饮料,乳制品
3.0,维他柠檬茶,2017/11/18 17:13,B,饮料,茶饮料
2.0,12g劲仔小鱼麻辣味,2017/11/18 17:13,E,非饮料,肉干/豆制品/蛋
1.8,32g卫龙亲嘴烧红烧牛肉味,2017/11/18 17:13,E,非饮料,肉干/豆制品/蛋
4.0,果粒橙,2017/11/18 17:14,E,饮料,果蔬饮料
3.0,可口可乐最新款,2017/11/18 17:18,D,饮料,碳酸饮料
4.0,阿萨姆奶茶,2017/11/18 17:19,A,饮料,茶饮料
3.0,85g新麦潮北海道吐司,2017/11/18 17:19,E,非饮料,饼干糕点
6.0,268ml雀巢咖啡丝滑拿铁,2017/11/18 17:21,D,饮料,咖啡
6.0,红牛,2017/11/18 17:22,E,饮料,功能饮料
12.5,100g*5瓶益力多,2017/11/18 17:23,A,饮料,乳制品
2.0,鸭翅,2017/11/18 17:23,E,非饮料,肉干/豆制品/蛋
2.0,怡宝纯净水,2017/11/18 17:24,C,饮料,水
3.0,250ml维他柠檬茶,2017/11/18 17:26,C,饮料,茶饮料
3.0,70g乖媳妇野山泡椒凤爪,2017/11/18 17:26,C,非饮料,肉干/豆制品/蛋
4.5,脉动,2017/11/18 17:26,E,饮料,功能饮料
2.5,30g无穷农场盐_鸡蛋,2017/11/18 17:27,A,非饮料,肉干/豆制品/蛋
2.5,怡宝纯净水,2017/11/18 17:27,E,饮料,水
2.0,怡宝纯净水,2017/11/18 17:28,B,饮料,水
8.0,乐事薯片（黄瓜味）,2017/11/18 17:28,E,非饮料,膨化食品
1.8,600ml雪碧,2017/11/18 17:29,B,饮料,碳酸饮料
4.0,阿萨姆奶茶,2017/11/18 17:29,B,饮料,茶饮料
2.5,10g卫龙亲嘴烧香辣味,2017/11/18 17:29,D,非饮料,肉干/豆制品/蛋
3.0,怡宝纯净水,2017/11/18 17:30,E,饮料,水
7.0,合味道（海鲜风味）,2017/11/18 17:31,E,非饮料,方便速食
3.0,雪碧最新款,2017/11/18 17:34,D,饮料,碳酸饮料
3.5,统一绿茶,2017/11/18 17:35,E,饮料,茶饮料
4.5,250ml燕塘原味酸奶,2017/11/18 17:37,B,饮料,乳制品
3.0,卫龙大面筋,2017/11/18 17:37,D,非饮料,肉干/豆制品/蛋
4.5,180ml雀巢咖啡罐装,2017/11/18 17:37,E,饮料,咖啡
4.5,50g上好佳田园薯片番茄味,2017/11/18 17:38,A,非饮料,膨化食品
6.0,红牛,2017/11/18 17:38,B,饮料,功能饮料
4.0,统一冰红茶,2017/11/18 17:39,B,饮料,茶饮料
3.5,东鹏特饮,2017/11/18 17:40,D,饮料,功能饮料
3.0,雪碧最新款,2017/11/18 17:41,B,饮料,碳酸饮料
2.5,30g无穷农场盐_鸡蛋,2017/11/18 17:41,E,非饮料,肉干/豆制品/蛋
12.5,100g*5瓶益力多,2017/11/18 17:42,B,饮料,乳制品
3.6,32g卫龙亲嘴烧红烧牛肉味,2017/11/18 17:42,C,非饮料,肉干/豆制品/蛋
3.0,果粒橙,2017/11/18 17:42,C,饮料,果蔬饮料
59.4,180g统一满汉全席台式半筋半肉牛肉面,2017/11/18 17:42,D,非饮料,方便速食
3.0,250ml维他柠檬茶,2017/11/18 17:43,A,饮料,茶饮料
3.5,果粒橙,2017/11/18 17:43,E,饮料,果蔬饮料
3.0,250ml维他柠檬茶,2017/11/18 17:44,C,饮料,茶饮料
4.0,营养快线,2017/11/18 17:44,C,饮料,乳制品
4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/11/18 17:44,E,非饮料,饼干糕点
6.0,13g无穷烤鸡小腿蜂蜜味,2017/11/18 17:45,B,非饮料,肉干/豆制品/蛋
5.0,营养快线,2017/11/18 17:45,E,饮料,乳制品
6.5,430g泰奇八宝粥,2017/11/18 17:46,B,非饮料,方便速食
3.0,芬达330ml,2017/11/18 17:46,E,饮料,碳酸饮料
4.5,营养快线,2017/11/18 17:48,E,饮料,乳制品
4.0,营养快线,2017/11/18 17:50,A,饮料,乳制品
5.0,脉动（青柠）,2017/11/18 17:50,C,饮料,功能饮料
4.5,250ml燕塘红枣牛奶,2017/11/18 17:50,E,饮料,乳制品
9.0,50g马赛克手撕鱿鱼条,2017/11/18 17:51,A,非饮料,海味零食
10.0,225g味之不规则饼干芝士味,2017/11/18 17:51,E,非饮料,饼干糕点
3.0,芬达330ml,2017/11/18 17:51,E,饮料,碳酸饮料
3.0,13g无穷烤鸡小腿蜂蜜味,2017/11/18 17:52,E,非饮料,肉干/豆制品/蛋
5.0,营养快线,2017/11/18 17:52,E,饮料,乳制品
3.5,东鹏特饮,2017/11/18 17:54,D,饮料,功能饮料
3.5,东鹏特饮,2017/11/18 17:56,C,饮料,功能饮料
4.0,500ml农夫果园 (芒果+菠萝+番石榴),2017/11/18 17:56,E,饮料,果蔬饮料
5.0,85g统一老坛酸菜牛肉面,2017/11/18 17:56,E,非饮料,方便速食
2.0,12g劲仔小鱼麻辣味,2017/11/18 17:57,B,非饮料,肉干/豆制品/蛋
4.0,营养快线,2017/11/18 17:57,C,饮料,乳制品
4.0,果粒橙,2017/11/18 17:58,E,饮料,果蔬饮料
2.0,怡宝纯净水,2017/11/18 17:59,C,饮料,水
3.0,伊利优酸乳,2017/11/18 18:02,B,饮料,乳制品
4.5,78g卫龙亲嘴语辣条,2017/11/18 18:09,B,非饮料,肉干/豆制品/蛋
4.0,营养快线,2017/11/18 18:10,A,饮料,乳制品
1.5,鸭翅,2017/11/18 18:11,A,非饮料,肉干/豆制品/蛋
1.5,劲仔小鱼（香辣味）,2017/11/18 18:12,C,非饮料,肉干/豆制品/蛋
4.5,40g乐事薯片黄瓜味,2017/11/18 18:12,E,非饮料,膨化食品
4.5,阿萨姆奶茶,2017/11/18 18:12,E,饮料,茶饮料
6.0,红牛,2017/11/18 18:14,C,饮料,功能饮料
4.0,冰糖雪梨,2017/11/18 18:16,E,饮料,果蔬饮料
3.0,雪碧（500ml）,2017/11/18 18:17,D,饮料,碳酸饮料
1.6,2g韩国海牌海苔,2017/11/18 18:17,E,非饮料,海味零食
1.8,600ml雪碧,2017/11/18 18:17,E,饮料,碳酸饮料
3.0,250ml维他奶低糖原味,2017/11/18 18:18,A,饮料,植物蛋白
2.0,怡宝纯净水,2017/11/18 18:18,B,饮料,水
